belongs_to_collection,genres,original_language,overview,popularity,production_companies,release_date,revenue,spoken_languages,title,vote_average,vote_count,release_year,return,cast,director
Eden of the East Collection,"['Animation', 'Mystery']",ja,"Accused of terrorism and feeling the heat, Saki's high-tech crew is in the crosshairs. Meanwhile, the shroud of mystery covering Takizawa is lifted as he and his fellow Selecao make their final moves. Every game must come to an end. For those playing Mr. Outside's twisted game of conspiracy thrills, the end comes now.",0.694959,['Production I.G.'],2010-08-04,0.0,['日本語'],Eden of the East Movie II: Paradise Lost,6.8,18.0,2010,0.0,"['Ryohei Kimura', 'Sakiko Tamagawa', 'Takuya Eguchi', 'Motoyuki Kawahara', 'Nobuyuki Hiyama', 'Hayato Taya', 'Ayaka Saitō', 'Kimiko Saito', 'Atsushi Miyauchi', 'Hiroshi Arikawa', 'Chikako Akimoto', 'Mabuki Andou', 'Koji Yusa', 'Masakazu Morita', 'Mantarô Iwao', 'Gou Inoue', 'Reiko Seno', 'Sakiko Tamagawa', 'Saori Hayami', 'Kaya Matsutani']",Kenji Kamiyama
Clash of the Titans Collection,['Adventure'],en,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",7.739904,"['Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Cott Productions', 'Furia de Titanes II, A.I.E.']",2012-03-27,301000000.0,['English'],Wrath of the Titans,5.5,1459.0,2012,2.006666666666667,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Edgar Ramírez', 'Toby Kebbell', 'Rosamund Pike', 'Bill Nighy', 'Danny Huston', 'John Bell', 'Lily James', 'Alejandro Naranjo', 'Freddy Drabble', 'Kathryn Carpenter', 'Matt Milne', 'Kett Turton', 'Sinéad Cusack', 'Spencer Wilding', 'Martin Bayfield']",Jonathan Liebesman
The Incredible Hulk (TV Movie) Collection,"['Action', 'Drama', 'Adventure']",en,"Dr. David Banner meets a former student, who has a magical hammer that summons Thor, a Norse god who is prevented from entering Valhalla. When the two superheroes stop feuding long enough to breathe, they are a team unmatched by any of their enemies.",1.92429,['New World Television'],1988-02-21,0.0,['English'],The Incredible Hulk Returns,5.4,19.0,1988,0.0,"['Bill Bixby', 'Lou Ferrigno', 'Jack Colvin', 'Eric Allan Kramer', 'Lee Purcell', 'Charles Napier', 'John Gabriel', 'Jay Baker', 'Tim Thomerson', 'Steve Levitt', 'William Riley', 'Tom Finnegan', 'Donald Willis', 'Carl Ciarfalio', 'Bobby McLaughlin', 'Burke Denis', 'Peisha Arten', 'Nick Costa', 'William Malone', 'Joan Douglas']",Bill Bixby
Iron Sky Collection,"['Action', 'Comedy', 'Science Fiction']",en,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",19.561767,"['Blind Spot Pictures Oy', '27 Films Production', 'New Holland Pictures']",2012-03-10,8135031.0,"['English', 'Deutsch']",Iron Sky,5.6,563.0,2012,1.0846708,"['Julia Dietze', 'Christopher Kirby', 'Götz Otto', 'Udo Kier', 'Stephanie Paul', 'Peta Sergeant', 'Tilo Prückner', 'Nick Dong-Sik', 'Yuki Iwamoto', 'Claus Wilcke', 'Irshad Panjatan', 'Samir Fuchs', 'Tom Hoßbach', 'Kym Jackson', 'Jim Knobeloch', 'Monika Gossmann', 'Martin Grelis', 'Andrew Buchanan', 'Fang Yu']",Timo Vuorensola
American Pie Collection,['Comedy'],en,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",8.10609,['Universal Pictures'],2012-04-04,234989584.0,['English'],American Reunion,6.1,1641.0,2012,4.69979168,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Chris Klein', 'Thomas Ian Nicholas', 'Tara Reid', 'Mena Suvari', 'Eddie Kaye Thomas', 'John Cho', 'Jennifer Coolidge', 'Eugene Levy', 'Natasha Lyonne', 'Dania Ramirez', 'Katrina Bowden', 'Ali Cobrin', 'Shannon Elizabeth', 'Chris Owen', 'Justin Isfeld', 'Neil Patrick Harris', 'Molly Cheek', 'Rebecca De Mornay', 'Jesse Malinowski']",Jon Hurwitz
The Raid Collection,"['Action', 'Thriller', 'Crime']",id,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",10.528833,"['Celluloid Dreams', 'Pt. Merantau Films', 'XYZ Films']",2011-09-08,4105187.0,['Bahasa indonesia'],The Raid,7.3,1076.0,2011,3.7319881818181817,"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah', 'Yayan Ruhian', 'Ray Sahetapy', 'Pierre Gruno', 'Ananda George', 'Tegar Satrya', 'Verdi Solaiman', 'R. Iman Aji', 'Yusuf Opilus', 'Iang Darmawan', ""Eka 'Piranha' Rahmadia"", 'Umi Kulsum']",Gareth Evans
Gamma One Collection,['Science Fiction'],it,"A rogue cop must stop a scientist from taking over the world with his deadly female robots, who are shrinking the world leaders.",0.987971,"['Southern Cross Feature Film Company', 'Mercury Film International']",1965-01-01,0.0,['Italiano'],"Wild, Wild Planet",4.0,4.0,1965,0.0,"['Lisa Gastoni', 'Massimo Serato', 'Carlo Giustini', 'Franco Nero', 'Enzo Fiermonte', 'Umberto Raho', 'Vittorio Bonos', 'Margherita Horowitz', 'Carlo Kechler', 'Rodolfo Lodi', 'Tony Russel', 'Kitty Swan']",Antonio Margheriti
La trilogie de la mort – Nacho Cerda,"['Drama', 'Horror', 'Romance', 'Foreign']",en,"A sculptor is traumatized by the death of his wife in a car accident. He builds a sculpture in her memory. As the lifelike sculpture begins to bleed through the cracks of clay, the sculptor's flesh mutates and crumbles away...",0.830977,[],1998-01-01,0.0,[],Genesis,6.7,16.0,1998,0.0,"['Pep Tosar', 'Trae Houlihan']",Nacho Cerdà
Housefull Collection,"['Drama', 'Comedy', 'Romance']",hi,Housefull 2 is an upcoming Bollywood action comedy film directed by Sajid Khan and produced by Sajid Nadiadwala. It is the sequel to the 2010 Bollywood commercially successful movie Housefull,1.047079,[],2012-04-05,0.0,['हिन्दी'],Housefull 2,5.0,28.0,2012,0.0,"['Akshay Kumar', 'John Abraham', 'Ritesh Deshmukh', 'Asin Thottumkal', 'Rishi Kapoor', 'Randhir Kapoor', 'Shreyas Talpade', 'Zarine Khan', 'Shazahn Padamsee', 'Boman Irani', 'Mithun Chakraborty', 'Chunky Pandey', 'Malaika Arora Khan', 'Jacqueline Fernandez']",Sajid Khan
Best Exotic Marigold Hotel Collection,"['Drama', 'Comedy']",en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",9.23046,"['Participant Media', 'Imagenation Abu Dhabi FZ']",2011-11-28,136836156.0,"['हिन्दी', 'English']",The Best Exotic Marigold Hotel,6.9,468.0,2011,13.6836156,"['Bill Nighy', 'Maggie Smith', 'Tom Wilkinson', 'Judi Dench', 'Dev Patel', 'Penelope Wilton', 'Ramona Marquez', 'Celia Imrie', 'Ronald Pickup', 'Hugh Dickson', 'Patrick Pearson', 'Liza Tarbuck', 'Tina Desai', 'Lillete Dubey', 'Lucy Robinson', 'Sara Stewart', 'Louise Brealey', 'Richard Cubison', 'Diana Hardcastle']",John Madden
Boston Blackie Series,"['Crime', 'Drama', 'Mystery']",en,"An ex-con helps some fellow ex-cons adjust to life as defense workers, only to become involved with a robbery investigation.",0.044321,['Columbia Pictures Corporation'],1943-10-26,0.0,['English'],The Chance of a Lifetime,6.0,1.0,1943,0.0,"['Chester Morris', 'Erik Rolf', 'Jeanne Bates', 'Richard Lane', 'George E. Stone', 'Lloyd Corrigan', 'Douglas Fowley', 'Sid Melton', 'Ray Teal', 'Maude Eburne', 'Marie De Becker', 'Arthur Hunnicutt', 'Cy Kendall', 'Larry Olsen', 'Pierre Watkin', 'Walter Sande']",William Castle
Spud Collection,"['Comedy', 'Drama']",en,"It's South Africa 1990. Two major events are about to happen: The release of Nelson Mandela and, more importantly, it's Spud Milton's first year at an elite boys only private boarding school. John Milton is a boy from an ordinary background who wins a scholarship to a private school in Kwazulu-Natal, South Africa. Surrounded by boys with nicknames like Gecko, Rambo, Rain Man and Mad Dog, Spud has his hands full trying to adapt to his new home. Along the way Spud takes his first tentative steps along the path to manhood. (The path it seems could be a rather long road). Spud is an only child. He is cursed with parents from well beyond the lunatic fringe and a senile granny. His dad is a fervent anti-communist who is paranoid that the family domestic worker is running a shebeen from her room at the back of the family home. His mom is a free spirit and a teenager's worst nightmare, whether it's shopping for Spud's underwear in the local supermarket",1.539813,[],2010-12-03,0.0,['English'],Spud,7.3,15.0,2010,0.0,"['John Cleese', 'Troye Sivan', 'Sven Ruygrok', 'Jamie Royal', 'Tom Burne', 'Josh Goddard', 'Travis Hornsby', 'Byron Langley', 'Tanit Phoenix', 'Jason Cope', 'Genna Blair', 'Charlbi Dean Kriek', 'Julie Summers', 'Aaron McIlroy', 'Blessing Xaba']",Donovan Marsh
Think Like a Man Collection,"['Comedy', 'Romance']",en,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",5.264551,['Rainforest Films'],2012-04-16,96070507.0,['English'],Think Like a Man,6.9,287.0,2012,8.005875583333333,"['Michael Ealy', 'Jerry Ferrara', 'Meagan Good', 'Regina Hall', 'Kevin Hart', 'Taraji P. Henson', 'Terrence Jenkins', 'Romany Malco', 'Gabrielle Union', 'Jenifer Lewis', 'Gary Owen', 'La La Anthony', 'Chris Brown', 'Wendy Williams', 'Sherri Shepherd', 'Caleel Harris', 'Arielle Kebbel', 'Steve Harvey', 'Tika Sumpter']",Tim Story
Feast Collection,"['Horror', 'Action', 'Comedy']",en,"The survivors are saved by the mysterious prophet Shot Bus Gus, who seemingly has the ability to control the beasts. He leads them into the sewers as they travel to the big city. Along the way they get help from karate expert Jean-Claude Seagal and learn that the beasts originate from a place called The Hive. Armed with this knowledge, they decide to fight back and destroy the beasts.",5.644681,['Neo Art & Logic'],2009-02-17,0.0,['English'],Feast III: The Happy Finish,5.0,42.0,2009,0.0,"['Jenny Wade', 'Martin Klebba', 'Carl Anthony Payne II', 'Juan Longoria García', 'Diane Ayala Goldner', 'Hanna Putnam', 'Tom Gulager', 'Clu Gulager', 'John Allen Nelson']",John Gulager
The Scorpion King Collection,"['Fantasy', 'Action', 'Adventure']",en,"The heroic tale of young Mathayus and his relentless quest for justice against an evil and powerful villain, King Sargon. Mathayus faces heart-stopping tribulations during his adventurous, odds-defying trajectory toward his ultimate destiny: becoming the formidable warrior king of an ancient desert empire.",18.691187,"['Universal Pictures', 'ApolloMovie Beteiligungs', 'Film Afrika Worldwide', 'Sommers Company, The']",2008-07-19,0.0,['English'],The Scorpion King: Rise of a Warrior,4.3,138.0,2008,0.0,"['Michael Copon', 'Randy Couture', 'Karen David', 'Simon Quarterman', 'Том Ву', 'Andreas Wisniewski', 'Natalie Becker', 'Jeremy Crutchley', 'Shane Manie', 'Chase Agulhas', 'Pierre Marais', 'Warrick Grier', 'Az Abrahams', 'Vaneshran Arumugam', 'Mike Thompson', 'Wayne Shields', 'Diane Wilson', 'Nathan Fredericks', 'Sean Higgs', 'Robin Smith', 'Peter Butler']",Russell Mulcahy
Bananas!* Collection,['Documentary'],en,Dole Food Company wages a campaign to prevent a pair of Swedish filmmakers from showing their documentary about a lawsuit against the company.,0.296487,['WG Film'],2011-11-19,0.0,['svenska'],Big Boys Gone Bananas!*,7.2,7.0,2011,0.0,[],Fredrik Gertten
Three Steps Above Heaven Collection,"['Romance', 'Drama']",en,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi (Maria Valverde) is a girl from upper-middle class that is educated in goodness and innocence . Hache (Mario Casas) is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",6.28597,['Antena 3 Films'],2010-12-03,0.0,['Español'],Three Steps Above Heaven,7.4,513.0,2010,0.0,"['María Valverde', 'Mario Casas', 'Álvaro Cervantes', 'Marina Salas', 'Nerea Camacho', 'Cristina Plazas', 'Jordi Bosch', 'Joan Crosas', 'Diego Martín', 'Andrea Duro', 'Pablo Rivero', 'Cristina Dilla', 'Víctor Sevilla', 'Marcel Borràs', 'Pere Ventura', 'Àlex Maruny', 'Clara Segura', 'Henar Jiménez', 'Ricardo Mestres']",Fernando González Molina
Boys Love Collection,"['Drama', 'Romance']",ja,"Magazine editor Taishin Mamiya interviews high school model Noeru Kisaragi. Despite Noeru's bad attitude, his painting of an ocean intrigues Mamiya and leads to a dinner, during which Noeru solicits Mamiya sexually. Soon Mamiya sees Noeru with another man, and he is shocked to discover at that moment that his interest in Noeru goes beyond article research—he truly wants to know more about him.",1.039086,[],2006-11-24,0.0,['日本語'],Boys Love,2.8,5.0,2006,0.0,"['Yoshikazu Kotani', 'Takumi Saito', 'Hiroya Matsumoto', 'Masashi Taniguchi', 'Atsumi Kanno']",Kôtarô Terauchi
Largo Winch Collection,"['Adventure', 'Drama', 'Action', 'Thriller']",fr,"After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers and stop them from taking over his financial empire.",7.663624,"['Wild Bunch', 'TF1 Films Production', 'Pan-Européenne']",2008-12-17,0.0,"['Français', 'English', 'Srpski', 'Português']",The Heir Apparent: Largo Winch,6.1,176.0,2008,0.0,"['Tomer Sisley', 'Kristin Scott Thomas', 'Mélanie Thierry', ""Predrag 'Miki' Manojlović"", 'Karel Roden', 'Gilbert Melki', 'Anne Consigny', 'Steven Waddington', 'Radivoje Bukvić', 'Nicolas Vaude', 'Benjamin Siksou', 'David Gasman', 'Bojana Panic', 'Gérard Watkins']",Jérôme Salle
Men In Black Collection,"['Action', 'Comedy', 'Science Fiction']",en,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",10.684385,"['Amblin Entertainment', 'Media Magik Entertainment', 'Imagenation Abu Dhabi FZ', 'Hemisphere Media Capital', 'Parkes/MacDonald Productions']",2012-05-23,624026776.0,['English'],Men in Black 3,6.3,4228.0,2012,2.773452337777778,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Michael Stuhlbarg', 'Emma Thompson', 'Jemaine Clement', 'Nicole Scherzinger', 'Alice Eve', 'Bill Hader', 'Michael Chernus', 'David Rasche', 'Keone Young', 'Cayen Martin', 'Mike Colter', 'Mela Hudson', 'Will Arnett', 'Kelvin Davis', 'Dan Bittner']",Barry Sonnenfeld
The Huntsman Collection,"['Adventure', 'Fantasy', 'Drama']",en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",18.751554,"['Universal Pictures', 'Roth Films']",2012-05-30,396600000.0,['English'],Snow White and the Huntsman,5.8,3183.0,2012,2.3329411764705883,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth', 'Sam Claflin', 'Ian McShane', 'Ray Winstone', 'Nick Frost', 'Toby Jones', 'Eddie Marsan', 'Bob Hoskins', 'Sam Spruell', 'Johnny Harris', 'Brian Gleeson', 'Vincent Regan', 'Noah Huntley', 'Liberty Ross', 'Christopher Obi', 'Lily Cole', 'Rachael Stirling', 'Hattie Gotobed', 'Raffey Cassidy', 'Xavier Atkins', 'Izzy Meikle-Small', 'Anastasia Hille', 'Elliot Reeve', 'Mark Wingett', 'Jamie Blackley', 'Dave Legeno', 'Greg Hicks', 'Peter Ferdinando', 'Andrew Hawley', 'Joey Ansah', 'Gregor Truter', 'Tom Mullion', 'Darren Kent', 'Matt Berry']",Rupert Sanders
Night of the Demons Collection,['Horror'],en,"Angela (Shannon Elizabeth) is throwing a decadent Halloween party at New Orleans' infamous Broussard Mansion. But after the police break up the festivities, Maddie (Monica Keena) and a few friends stay behind. Trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.",3.537361,"['Seven Arts Pictures', 'Project 8 Films', 'Cold Fusion Media Group', 'Parallel Media', 'Voodoo Production Services']",2009-08-30,0.0,['English'],Night of the Demons,4.6,42.0,2009,0.0,"['Edward Furlong', 'Shannon Elizabeth', 'Monica Keena', 'Diora Baird', 'Michael Copon', 'John F. Beach', 'Bobbi Sue Luther', 'Tiffany Shepis', 'Linnea Quigley', 'Tatyana Kanavka', 'Michael Arata', 'Jamie Harris']",Adam Gierasch
Prometheus Collection,"['Science Fiction', 'Adventure', 'Mystery']",en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",16.624854,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Scott Free Productions', 'Brandywine Productions']",2012-05-30,403170142.0,"['', 'English']",Prometheus,6.3,5152.0,2012,3.1013087846153846,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce', 'Idris Elba', 'Logan Marshall-Green', 'Charlize Theron', 'Lucy Hutchinson', 'Sean Harris', 'Rafe Spall', 'Kate Dickie', 'Emun Elliott', 'Benedict Wong', 'Patrick Wilson', 'Ian Whyte', 'Branwell Donaghey', 'Vladimir Furdik', 'C.C. Smiff', 'Shane Steyn', 'John Lebar', 'Anil Biltoo', 'Giannina Facio', 'James Embree', 'Robin Atkin Downes', 'Louisa Staples', 'Annie Penn', 'Daniel James']",Ridley Scott
The Pact Collection,"['Horror', 'Mystery', 'Thriller']",en,"After their mother passes away, sisters Nicole and Annie reluctantly return to their childhood home to pay their last respects. While staying overnight in the house, the sisters sense a mysterious presence in their midst: noises startling them in the night, objects moving about, a fallen picture of an unknown woman posed next to their mother. Annie begins experiencing a series of intense and disturbing dreams - visions that lead her to uncover something terrible about her mother's past that is finally revealing itself.",10.403371,['Preferred Content'],2012-05-25,0.0,['English'],The Pact,5.5,194.0,2012,0.0,"['Caity Lotz', 'Casper Van Dien', 'Agnes Bruckner', 'Mark Steger', 'Haley Hudson', 'Kathleen Rose Perkins', 'Samuel Ball', 'Dakota Bright']",Nicholas McCarthy
Vares Collection,"['Action', 'Crime']",fi,"A young college student is found stabbed to death,and private detective Vares life takes an interesting turn when the girls family asks him to investigate the case.",1.27935,['Solar Films inc.'],2011-01-06,0.0,['suomi'],Vares - The Kiss of Evil,6.2,11.0,2011,0.0,"['Antti Reini', 'Eppu Salminen', 'Matti Onnismaa', 'Jasper Pääkkönen', 'Mikko Leppilampi', 'Maria Järvenhelmi', 'Ilkka Heiskanen']",Anders Engström
A Few Best Men Collection,['Comedy'],en,A comedy about a groom and his three best men who travel to the Australian outback for a wedding.,6.116093,"['Parabolic Pictures', 'Stable Way Entertainment', 'Quickfire Films', 'Screen Australia', 'Screen NSW', 'Ingenious Broadcasting', 'Unthank Films', 'Story Bridge Films', 'Auburn Entertainment']",2011-10-14,29007412.0,['English'],A Few Best Men,5.9,137.0,2011,2.326476339485398,"['Rebel Wilson', 'Xavier Samuel', 'Olivia Newton-John', 'Kris Marshall', 'Kevin Bishop', 'Laura Brent', 'Tim Draxl', 'Solveig Walking', 'David Sullivan', 'Elizabeth Debicki', 'Jonathan Biggins', 'Oliver Torr', 'Steve Le Marquand', 'Angela Bishop', 'Alan Cinis']",Stephan Elliott
Madagascar Collection,"['Animation', 'Family']",en,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",13.829042,['DreamWorks Animation'],2012-06-06,746921274.0,"['English', 'Español', 'ภาษาไทย']",Madagascar 3: Europe's Most Wanted,6.4,1857.0,2012,5.1511812,"['Ben Stiller', 'Sacha Baron Cohen', 'David Schwimmer', 'Frances McDormand', 'Chris Rock', 'Jada Pinkett Smith', 'John DiMaggio', 'Cedric the Entertainer', 'Jessica Chastain', 'Bryan Cranston', 'Martin Short', 'Paz Vega']",Conrad Vernon
The Magick Lantern Cycle,['Music'],en,"A woman dressed elegantly walks purposely through the water gardens at the Villa d'Este in Tivoli, as the music of Vivaldi's Winter movement of The Four Seasons plays. Heavy red filters give a blue cast to the light; water plays across stone, and fountains send it into the air. No words are spoken. Baroque statuary and the sensuous flow of water are back lit. Anger calls it water games.",0.373656,[],1953-01-01,0.0,['No Language'],Eaux d'artifice,7.2,10.0,1953,0.0,['Carmilla Salvatorelli'],Kenneth Anger
The Magick Lantern Cycle,['Fantasy'],en,"Inauguration of the Pleasure Dome is a short 38 minute film by Kenneth Anger, filmed in 1954. Anger created two other versions of this film in 1966 and the late 1970s. According to Anger, the film takes the name ""pleasure dome"" from Samuel Taylor Coleridge's atmospheric poem Kubla Khan. Anger was inspired to make the film after attending a Halloween party called ""Come as your Madness.""",0.588972,[],1954-01-01,0.0,['No Language'],Inauguration of the Pleasure Dome,6.4,9.0,1954,0.0,"['Anaïs Nin', 'Marjorie Cameron', 'Samson De Brier', 'Joan Whitney', 'Katy Kadell', 'Renate Druks', 'Paul Mathison', 'Curtis Harrington', 'Kenneth Anger', 'Peter Loome']",Kenneth Anger
Dragon Ball Collection,"['Action', 'Animation']",ja,"A retelling of Dragon Ball's origins, this is a different version of the meeting of Goku, Bulma, Oolong, and Yamucha. They are all looking for the dragon balls for different reasons when they cross paths with an evil king named Gourmeth, who is also looking for the dragon balls.",2.71067,['Toei Animation'],1986-12-20,0.0,['日本語'],Dragon Ball: Curse of the Blood Rubies,6.2,46.0,1986,0.0,"['Tomiko Suzuki', 'Hiromi Tsuru', 'Masako Nozawa', 'Naoko Watanabe', 'Naoki Tatsuta', 'Daisuke Gouri', 'Kenji Utsumi', 'Kōhei Miyauchi']",Daisuke Nishio
Dragon Ball Collection,"['Action', 'Animation']",ja,"Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought.",2.981616,['Toei Animation'],1987-07-18,0.0,['日本語'],Dragon Ball: Sleeping Princess in Devil's Castle,6.1,36.0,1987,0.0,"['Mayumi Tanaka', 'Nachi Nozawa', 'Hiromi Tsuru', 'Masako Nozawa', 'Tōru Furuya', 'Naoko Watanabe', 'Naoki Tatsuta', 'Shozo Iizuka', 'Daisuke Gouri', 'Kōhei Miyauchi']",Daisuke Nishio
Superman / Batman (Animated) Collection,"['Animation', 'Action', 'Adventure']",en,"United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot.",8.572867,"['DC Comics', 'Warner Premiere']",2009-09-29,0.0,['English'],Superman/Batman: Public Enemies,6.7,158.0,2009,0.0,"['Kevin Conroy', 'Tim Daly', 'Clancy Brown', 'LeVar Burton', 'Xander Berkeley', 'Ricardo Chavira', 'John C. McGinley', 'CCH Pounder', 'Jennifer Hale', 'Allison Mack', 'Corey Burton', 'Calvin Tran', 'Mark Jonathan Davis', 'Brian George', 'Rachael MacFarlane', 'Alan Oppenheimer', 'Andrea Romano', 'Bruce Timm', 'Jonathan Adams', 'Michael Gough']",Sam Liu
Dead Space Collection,"['Animation', 'Horror', 'Science Fiction']",en,"The End was only the Beginning.The year is 2509 and not only has Earth lost contact with the Ishimura and Isaac Clarke, but now also the USG O'Bannon, the first responder ship sent to rescue them. Four crew members of the O'Bannon have survived. But what happened to the rest of the crew? What were they doing? What secrets are they keeping? All to be revealed...in the Aftermath! --- Dead Space: Aftermath is a fast paced, horrifying thrill ride told through the perspective of the four survivors by several renowned international directors. Dead Space: Aftermath is an animated film that bridges the storyline between the video games Dead Space and Dead Space 2.",1.507249,"['Film Roman Productions', 'Starz Media', 'Electronic Arts (EA)', 'Gotham Group', 'Visceral Games', 'Pumpkin Studio', 'Clemensen Capital', 'Pixtation']",2010-12-31,0.0,['English'],Dead Space: Aftermath,5.9,34.0,2010,0.0,"['Christopher Judge', 'Peter Woodward', 'Kari Wahlgren', 'Ricardo Chavira', 'Gwendoline Yeo', 'Curt Cornelius', 'Graham McTavish', 'Yorgo Constantine', 'Christine Lakin', 'Jesse Head', 'Sunil Malhotra', 'H. Richard Greene', 'Mark Engelhardt']",Mike Disa
Dragon Ball Collection,"['Action', 'Animation']",ja,"Master Roshi has succeeded at the one mission he valued most: to train Goku and Krillin to become ultimate fighters. So, he arranges for them to test their mettle at a competition hosted by Emperor Chiaotzu. Not everyone's playing by the rules, however, as a member of the ruler's household schemes to use the Dragonballs to extort money and power from the royal. The wrinkle? The show's heroes are willing to put themselves on the line to stop him.",1.60215,['Toei Animation'],1988-07-09,0.0,['日本語'],Dragon Ball: Mystical Adventure,6.4,30.0,1988,0.0,"['Mitsuko Horie', 'Banjō Ginga', 'Hiroko Emori', 'Mayumi Tanaka']",Kazuhisa Takenouchi
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",6.223436,['Toei Animation'],1990-03-10,0.0,"['日本語', 'English']",Dragon Ball Z: The World's Strongest,6.1,86.0,1990,0.0,"['Masako Nozawa', 'Toshio Furukawa', 'Mayumi Tanaka', 'Hiromi Tsuru', 'Kôhei Miyauchi', 'Naoki Tatsuta', 'Kenji Utsumi', 'Yukimasa Kishino', 'Ken Yamaguchi', 'Daisuke Gouri', 'Kôji Nakata', 'Jôji Yanami', 'Mayumi Shou', 'Kōji Yada']",Daisuke Nishio
